TIPO,NOMBRE,RELACION,TIPO,ENTIDAD,PORCENTAJE
Medio,"LRA 52 CHOS MALAL","Pertenece a",Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE",100%
Medio,"LRA 53 SAN MARTÍN DE LOS ANDES","Pertenece a",Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE",100%
Medio,"LRA 54 ING. JACOBACCI","Pertenece a",Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE",100%
Medio,"LRA 56 PERITO MORENO","Pertenece a",Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE",100%
Medio,"LRA 59 GOB. GREGORES","Pertenece a",Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE",100%
Medio,"LRA 6 MENDOZA","Pertenece a",Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE",100%
Medio,"LRA 7 CÓRDOBA","Pertenece a",Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE",100%
Medio,"LRA 8 FORMOSA","Pertenece a",Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE",100%
Medio,"LT 12 GRL. MADARIAGA. PASO DE LOS LIBRES","Pertenece a",Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE",100%
Medio,"LT10 AM 1020","Pertenece a",Empresa,"Universidad Nacional del Litoral",100%
Medio,lt10.com.ar,"Pertenece a",Empresa,"Universidad Nacional del Litoral",100%
Medio,"LT15 Radio Del Litoral","Pertenece a",Empresa,"Difusora Entrerriana SA de Radio y Televisión",100%
Medio,LT39NOTICIAS.COM.AR,"Pertenece a",Empresa,"Medios de Comunicación Entre Ríos SA  Mario Chesini",100%
Medio,"LU6 Radio Atlántica","Pertenece a",Empresa,"Editorial La Capital SA",100%
Medio,"LU9 Radio Mar del Plata","Pertenece a",Empresa,"Difusora Austral SA",100%
Medio,Lugares,"Pertenece a",Empresa,"Publirevistas SA",0%
Medio,"Luna Teen","Pertenece a",Empresa,"Editorial Perfil SA",100%
Medio,Luz,"Pertenece a",Empresa,"Editorial Perfil SA",100%
Medio,"LV 19 MALARGÜE","Pertenece a",Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE",100%
Medio,"LV 8 LIBERTADOR. MENDOZA","Pertenece a",Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE",100%
Medio,"LV12 Online &#8211; La Radio Líder De Tucumán","Pertenece a",Empresa,"RADIODIFUSORA INDEPENDENCIA SRL.",100%
Medio,"LW5 Radio Libertador General San Martin","Pertenece a",Empresa,"Radio Vision Jujuy S.A.",100%
Medio,"LW8 AM 630 Radio San Salvador","Pertenece a",Empresa,"Radio Vision Jujuy S.A.",100%
Medio,"Magallanes Media","Pertenece a",Empresa,"Producciones Publiexpress SA",100%
Medio,Manualidades,"Pertenece a",Empresa,"Producciones Publiexpress SA",100%
Medio,Masoportunidades.com,"Pertenece a",Empresa,"CMD SA",100%
Medio,Max,"Pertenece a",Empresa,"HBO Latin America Group",100%
Medio,"Max prime","Pertenece a",Empresa,"HBO Latin America Group",100%
Medio,"Max up","Pertenece a",Empresa,"HBO Latin America Group",100%
Medio,MDZOL.COM,"Pertenece a",Empresa,"Territorio Digital S.A.",100%
Medio,"Mens Health Latam","Pertenece a",Empresa,"Televisa Argentina SA",100%
Medio,"Metro 95.1","Pertenece a",Empresa,"Radiodifusora Metro SA",100%
Medio,"Metro Bariloche","Pertenece a",Empresa,"Radiodifusora Net SA",100%
Medio,"Metro Live","Pertenece a",Empresa,"Multimedios del Oeste SA",100%
Medio,"Mi Bebé","Pertenece a",Empresa,"Producciones Publiexpress SA",100%
Medio,Mía,"Pertenece a",Empresa,"Editorial Perfil SA",100%
Medio,Mía,"Pertenece a",Empresa,"Radio Mitre SA",100%
Medio,"Minuto Uno","Pertenece a",Empresa,"Desarrollos Electrónicos Informáticos SA",100%
Medio,"Mis Tortas Decoradas","Pertenece a",Empresa,"Producciones Publiexpress SA",100%
Medio,"Mitre Bahía Blanca","Pertenece a",Empresa,"Prensa y Medios Santafesinos del Sur SA",100%
Medio,"Mitre CBA","Pertenece a",Empresa,"Radio Mitre SA",100%
Medio,"Mitre MZA","Pertenece a",Empresa,"Radio Mitre SA",100%
Medio,"Mitre Santa Fé","Pertenece a",Empresa,"Radio Satel SA",100%
Medio,"Mitre Tucumán","Pertenece a",Empresa,"Radio Mitre SA",100%
Medio,"Mix 5411","Pertenece a",Empresa,"THX Medios SA",100%
Medio,Montecristo,"Pertenece a",Empresa,"Nihuil SA",100%
Medio,"Motores Argentinos","Pertenece a",Empresa,"El Dia SAICyF",100%
Medio,"Mr. Sale","Pertenece a",Empresa,"Tecnología Digital SA",100%
Medio,MTV,"Pertenece a",Empresa,"MTV Networks Argentina SRL",100%
Medio,"MTV Dance","Pertenece a",Empresa,"VIMN The Americas",100%
Medio,"MTV Hits","Pertenece a",Empresa,"VIMN The Americas",100%
Medio,Mublet,"Pertenece a",Empresa,"CMD SA",100%
Medio,"Much Music","Pertenece a",Empresa,"Turner International Argentina S.A.",0%
Medio,"Mujer Única","Pertenece a",Empresa,"Producciones Publiexpress SA",100%
Medio,"Mundo D","Pertenece a",Empresa,"La Voz del Interior SA",100%
Medio,"Mundo Gaturro","Pertenece a",Empresa,"Clawi SA",100%
Medio,"Mundo Motor","Pertenece a",Holding,"Diarios Bonaerenses S.A.",100%
Medio,"Mundo Poder","Pertenece a",Empresa,"Editorial Sarmiento SA",100%
Medio,"Music Top","Pertenece a",Empresa,"Eventos Producciones SA",100%
Medio,Muy,"Pertenece a",Empresa,"AGEA - Arte Gráfico Editorial Argentino S.A.",100%
Medio,"Muy Interesante","Pertenece a",Empresa,"Televisa Argentina SA",100%
Medio,"Nat Geo Kids","Pertenece a",Empresa,"Fox Networks Group Latin America",100%
Medio,"Nat Geo Kids","Pertenece a",Empresa,"Televisa Argentina SA",100%
Medio,"Nat Geo Traveller","Pertenece a",Empresa,"Televisa Argentina SA",100%
Medio,"Nat Geo Wild","Pertenece a",Empresa,"Fox Networks Group Latin America",100%
Medio,"National Geographic","Pertenece a",Empresa,"Fox Networks Group Latin America",100%
Medio,"National Geographic","Pertenece a",Empresa,"Televisa Argentina SA",100%
Medio,"NE Notiexpress","Pertenece a",Empresa,"Megavision Santiago SA",100%
Medio,"NH Gran Hotel Provincial","Pertenece a",Holding,"Emprendimientos Terminal SA",100%
Medio,"Nick 2","Pertenece a",Empresa,"VIMN The Americas",100%
Medio,"Nick Jr.","Pertenece a",Empresa,"VIMN The Americas",100%
Medio,"Nick Toons","Pertenece a",Empresa,"VIMN The Americas",100%
Medio,Nickelodeon,"Pertenece a",Empresa,"MTV Networks Argentina SRL",100%
Medio,"Nimbuzz AR","Pertenece a",Empresa,"CMD SA",100%
Medio,"Noche Polar","Pertenece a",Empresa,"Editorial Polar SA",100%
Medio,Notibonaerense.com,"Pertenece a",Empresa,"El Dia SAICyF",100%
Medio,Noticias,"Pertenece a",Empresa,"Editorial Perfil SA",100%
Medio,"Noticias (Pehuajó)","Pertenece a",Holding,"Diarios Bonaerenses S.A.",100%
Medio,"Noticias Argentinas","Pertenece a",Empresa,"Man Press SA",100%
Medio,"Nova Mix","Pertenece a",Empresa,"Radio Mitre SA",100%
Medio,"Nuestra Radio [FM 102.3]","Pertenece a",Empresa,"Universidad Nacional de Córdoba",100%
Medio,"Nueva Era (Tandil)","Pertenece a",Holding,"Diarios Bonaerenses S.A.",100%
Medio,"Nueva Terminal MDP","Pertenece a",Holding,"Emprendimientos Terminal SA",100%
Medio,Olé,"Pertenece a",Empresa,"AGEA - Arte Gráfico Editorial Argentino S.A.",100%
Medio,"ONE TV","Pertenece a",Empresa,"Telepiu SA",100%
Medio,Ovación,"Pertenece a",Empresa,"Uno Gráfica SA",100%
Medio,Página/12,"Pertenece a",Empresa,"Editorial La Página SA",100%
Medio,Pampa,"Pertenece a",Empresa,"LC Producciones SA",100%
Medio,Paparazzi,"Pertenece a",Empresa,"Ediciones Paparazzi SA",100%
Medio,Paparazzi.com.ar,"Pertenece a",Empresa,"Ediciones Paparazzi SA",100%
Medio,"Para Teens","Pertenece a",Empresa,"Editorial Atlántida SA",100%
Medio,"Para Tí","Pertenece a",Empresa,"Editorial Atlántida SA",100%
Medio,"Para Tí Deco","Pertenece a",Empresa,"Editorial Atlántida SA",100%
Medio,"Para Tí Mamá","Pertenece a",Empresa,"Editorial Atlántida SA",100%
Medio,Parabrisas,"Pertenece a",Empresa,"Editorial Perfil SA",100%
Medio,"Paramount Channel","Pertenece a",Empresa,"MTV Networks Argentina SRL",100%
Medio,Parati.com.ar,"Pertenece a",Empresa,"Editorial Atlántida SA",100%
Medio,Paratimama.com.ar,"Pertenece a",Empresa,"Editorial Atlántida SA",100%
Medio,"Paseo Aldrey","Pertenece a",Holding,"Emprendimientos Terminal SA",100%
Medio,"Pc Magazine","Pertenece a",Empresa,"Televisa Argentina SA",100%
Medio,"Perfil FM","Pertenece a",Empresa,"Perfil Radiodifusiones SA",100%
Medio,"Perfil Móvil","Pertenece a",Empresa,"Perfil Entretenimientos SA",100%
Medio,"Perfil TV","Pertenece a",Empresa,"Perfil TV SA",100%
Medio,Perfil.com,"Pertenece a",Empresa,"Diaro Perfil SA",100%
Medio,Pichuco,"Pertenece a",Holding,"Grupo Octubre - Fundación Octubre Trabajadores de Edificios",100%
Medio,Pin,"Pertenece a",Holding,"Grupo Octubre - Fundación Octubre Trabajadores de Edificios",100%
Medio,"Plan Deco","Pertenece a",Empresa,"Producciones Publiexpress SA",100%
Medio,PlayFútbol,"Pertenece a",Empresa,"THX Medios SA",100%
Medio,Popstar,"Pertenece a",Empresa,"Producciones Publiexpress SA",100%
Medio,"Portal 140","Pertenece a",Empresa,"Diaro Perfil SA",100%
Medio,"Portal 442","Pertenece a",Empresa,"Diaro Perfil SA",100%
Medio,Premium,"Pertenece a",Empresa,"Nefir SA",100%
Medio,Premium,"Pertenece a",Empresa,"Producciones Publiexpress SA",100%
Medio,"Primera Fila","Pertenece a",Empresa,"Uno Gráfica SA",100%
Medio,"Primicias Ya","Pertenece a",Empresa,"Primicias Ya SRL",100%
Medio,Pronto,"Pertenece a",Empresa,"Producciones Publiexpress SA",100%
Medio,"Psicología (+)","Pertenece a",Empresa,"Vi-Da Producciones SA",100%
Medio,"Publicaciones Publiexpress","Pertenece a",Empresa,"Producciones Publiexpress SA",100%
Medio,"Publicaciones Utilisíma","Pertenece a",Empresa,"Ediciones Atlántida SA",100%
Medio,"Pulso Urbano","Pertenece a",Empresa,"Infomedia Producciones SA",100%
Medio,QB9,"Pertenece a",Empresa,"QB9 SA",100%
Medio,"Quiero Música en mi Idioma","Pertenece a",Empresa,"ARTEAR - Arte Radiotelevisivo Argentino SA",100%
Medio,"Quilmes Presente","Pertenece a",Empresa,"El Dia SAICyF",100%
Medio,"Radio 95 Siete","Pertenece a",Empresa,"El Solaz SRL",100%
Medio,"Radio AM 1560 Tandil","Pertenece a",Empresa,"Editorial La Capital SA",100%
Medio,"Radio América/ Perfil","Pertenece a",Empresa,"Perfil Radiodifusiones SA",100%
Medio,"Radio Calingasta","Pertenece a",Empresa,"Jorge Estornell SA",100%
Medio,"Radio del Plata","Pertenece a",Empresa,"Radiodifusora Del Plata SA",100%
Medio,"Radio FMQ","Pertenece a",Empresa,"Alta Densidad SRL",100%
Medio,"Radio Latina","Pertenece a",Empresa,"NRG SA",100%
Medio,"Radio Malena","Pertenece a",Holding,"Grupo Octubre - Fundación Octubre Trabajadores de Edificios",100%
Medio,"Radio Nihuil","Pertenece a",Empresa,"Nihuil SA",100%
Medio,"Radio Popular","Pertenece a",Empresa,"Radiodifusora del Centro SA",100%
Medio,"Radio Seis","Pertenece a",Empresa,"Bariloche 2000 SA",100%
Medio,"Radio UNO FM 103.1","Pertenece a",Empresa,"Radio Emisora Cultural S.A.",100%
Medio,"Radio Victoria","Pertenece a",Empresa,"Guido A. Anghilante  Uno Multimedios",100%
Medio,"Radio X","Pertenece a",Empresa,"Radio Mitre SA",100%
Medio,RAE,"Pertenece a",Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE",100%
Medio,"Rating Cero","Pertenece a",Empresa,"Desarrollos Electrónicos Informáticos SA",100%
Medio,"Revista Ahora Mamá","Pertenece a",Empresa,"Ahora Mamá SA",50%
Medio,"Revista Ahora Mamá","Pertenece a",Empresa,"Publirevistas SA",50%
Medio,"Revista Ahora Mamá","Pertenece a",Empresa,,0%
Medio,"Revista el Gourmet","Pertenece a",Empresa,"Infomedia Producciones SA",100%
Medio,"Revista Ñ","Pertenece a",Empresa,"AGEA - Arte Gráfico Editorial Argentino S.A.",100%
Medio,"Revista Socios","Pertenece a",Empresa,"Editorial Polar SA",100%
Medio,RING,"Pertenece a",Empresa,"Administradora Ring SRL",100%
Medio,ROCK,"Pertenece a",Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE",100%
Medio,"Rock &#038; Pop","Pertenece a",Empresa,"Fénix Entertainment Group SA",100%
Medio,"Rock &#038; Pop ( Mar del Plata)","Pertenece a",Empresa,"Fénix Entertainment Group SA",100%
Medio,Rosario/12,"Pertenece a",Empresa,"Editorial La Página SA",100%
Medio,Rosario3.com,"Pertenece a",Empresa,"Grupo Televisión Litoral S.A.",100%
Medio,Rouge,"Pertenece a",Empresa,"Diaro Perfil SA",100%
Medio,Rumbos,"Pertenece a",Empresa,"Comercializadora de Medios del Interior SA",100%
Medio,"Saber Vivir","Pertenece a",Empresa,"Producciones Publiexpress SA",100%
Medio,"San Luis CTV","Pertenece a",Empresa,"San Luis CTV SA",100%
Medio,SANJUAN8.COM,"Pertenece a",Empresa,"Jorge Estornell SA",100%
Medio,SCRUM.com,"Pertenece a",Empresa,"PEGSA Group SA",100%
Medio,"Ser Padres Hoy","Pertenece a",Empresa,"Televisa Argentina SA",100%
Medio,Seventeen,"Pertenece a",Empresa,"Televisa Argentina SA",100%
Medio,"Shop &#038; CO","Pertenece a",Empresa,"AGEA - Arte Gráfico Editorial Argentino S.A.",100%
Medio,Shop1.com,"Pertenece a",Empresa,"CMD SA",100%
Medio,"Si Música","Pertenece a",Empresa,"Si Musica SA",100%
Medio,SomosJujuy.com.ar,"Pertenece a",Empresa,"Radio Vision Jujuy S.A.",100%
Medio,Sony,"Pertenece a",Empresa,"Sony Pictures Television Latin America",100%
Medio,"Sony Spin","Pertenece a",Empresa,"Sony Pictures Television Latin America",100%
Medio,Space,"Pertenece a",Empresa,"Turner International Argentina S.A.",0%
Medio,Studio,"Pertenece a",Empresa,"HBO Latin America Group",100%
Medio,"Studio HD","Pertenece a",Empresa,"HBO Latin America Group",100%
Medio,"Super TC2000","Pertenece a",Empresa,"Mundo Show SA",100%
Medio,"Super TV Guía","Pertenece a",Empresa,"Producciones Publiexpress SA",100%
Medio,Supercampo,"Pertenece a",Empresa,"Editorial Perfil SA",100%
Medio,"Supercanal (proveedor triple play Cuyo)","Pertenece a",Empresa,"CVI Austral LLP",100%
Medio,"Supercanal BTC","Pertenece a",Empresa,"BTC Bariloche Televisora Color SA",100%
Medio,Syfy,"Pertenece a",Empresa,"HBO Latin America Group",100%
Medio,T&#038;T,"Pertenece a",Empresa,"T&T Sports Marketing Ltd.",100%
Medio,"Tango City","Pertenece a",Empresa,"Virtual Tango SA",100%
Medio,Tanti/Cuyo,"Pertenece a",Empresa,"Vincent Entertainment SA  Cuyo Producciones SA",100%
Medio,"Tarjeta Sol","Pertenece a",Empresa,"Mercurio SA",100%
Medio,Tbs,"Pertenece a",Empresa,"Turner International Argentina S.A.",0%
Medio,"TC 2000","Pertenece a",Empresa,"Mundo Show SA",100%
Medio,"TC Marketing SA","Pertenece a",Empresa,"Mundo Show SA",100%
Medio,TCM,"Pertenece a",Empresa,"Turner International Argentina S.A.",0%
Medio,"Te Busco","Pertenece a",Empresa,"CMD SA",100%
Medio,Telam,"Pertenece a",Empresa,"TELAM SE",100%
Medio,Telefe,"Pertenece a",Empresa,"Televisión Federal - Telefe SA",100%
Medio,"Telefe Interior","Pertenece a",Empresa,"Productora Federal SA",100%
Medio,"Telefe Internacional","Pertenece a",Empresa,"Productora Federal SA",100%
Medio,telefenoticias.com.ar,"Pertenece a",Empresa,"Produfe SA",100%
Medio,Telemundo,"Pertenece a",Empresa,"HBO Latin America Group",100%
Medio,Teleshow,"Pertenece a",Empresa,"THX Medios SA",100%
Medio,"Televisión Digital Abierta 36.1","Pertenece a",Empresa,"Area Digital SA",100%
Medio,Tendencia,"Pertenece a",Empresa,"Vi-Da Producciones SA",100%
Medio,"The Economist Express","Pertenece a",Empresa,"Producciones Publiexpress SA",100%
Medio,TIC,"Pertenece a",Empresa,"Tele Imagen Codificada SA",100%
Medio,TIC,"Pertenece a",Empresa,"Tele Imágen Codificada SA",100%
Medio,"TIC Canal 14","Pertenece a",Empresa,"Tele Imágen Codificada SA",100%
Medio,"Tiki Tiki","Pertenece a",Empresa,"AGEA - Arte Gráfico Editorial Argentino S.A.",100%
Medio,Tintero,"Pertenece a",Empresa,"Diario Los Andes Hermanos Calle SA",100%
Medio,Tipete,"Pertenece a",Empresa,"CMD SA",100%
Medio,Titear,"Pertenece a",Empresa,"CMD SA",100%
Medio,TKM,"Pertenece a",Empresa,"Vi-Da Producciones SA",100%
Medio,TLC,"Pertenece a",Empresa,"Discovery Networks International LLC",100%
Medio,"TLX Telemax","Pertenece a",Empresa,"Eventos Producciones SA",100%
Medio,"Tn Todo Noticias","Pertenece a",Empresa,"ARTEAR - Arte Radiotelevisivo Argentino SA",100%
Medio,TNT,"Pertenece a",Empresa,"Turner International Argentina S.A.",0%
Medio,"TNT Series","Pertenece a",Empresa,"Turner International Argentina S.A.",0%
Medio,"TNT Sports","Pertenece a",Empresa,"Turner International Argentina S.A.",0%
Medio,"Toda Pasión","Pertenece a",Empresa,"CMD SA",100%
Medio,"Todo Viajes","Pertenece a",Empresa,"AGEA - Arte Gráfico Editorial Argentino S.A.",100%
Medio,Tooncast,"Pertenece a",Empresa,"Turner International Argentina S.A.",0%
Medio,"Top Ten","Pertenece a",Empresa,"Televisa Argentina SA",100%
Medio,Torneos,"Pertenece a",Empresa,"Torneos y Competencias SA",100%
Medio,"Tranquera abierta","Pertenece a",Holding,"Diarios Bonaerenses S.A.",100%
Medio,truTV,"Pertenece a",Empresa,"Turner International Argentina S.A.",0%
Medio,Tú,"Pertenece a",Empresa,"Televisa Argentina SA",100%
Medio,TURBO,"Pertenece a",Empresa,"Discovery Networks International LLC",100%
Medio,"TV Chile","Pertenece a",Empresa,"Fox Networks Group Latin America",100%
Medio,"TV Publica","Pertenece a",Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE",100%
Medio,TVEO,"Pertenece a",Empresa,"CVI Austral LLP",100%
Medio,"TVO &#8211; TELEVISION ORIENTADA","Pertenece a",Empresa,"TELEVISION ORIENTADA S.A.",100%
Medio,"TVS Television Selectiva","Pertenece a",Empresa,"El Dia SAICyF",100%
Medio,"TYC MAX","Pertenece a",Empresa,"TRISA Tele Red Imagen SA",100%
Medio,"TYC Sports","Pertenece a",Empresa,"TRISA Tele Red Imagen SA",100%
Medio,"TYC Sports 2","Pertenece a",Empresa,"TSC Televisión Satelital Codificada SA",100%
Medio,Ubbi,"Pertenece a",Empresa,"CMD SA",100%
Medio,UMET,"Pertenece a",Empresa,"Universidad Metropolitana para la Educación y  el Trabajo",100%
Medio,"Un Mundo Mejor","Pertenece a",Empresa,"Vi-Da Producciones SA",100%
Medio,Una,"Pertenece a",Empresa,"Santa Cruz SRL",100%
Medio,"Única Mamá","Pertenece a",Empresa,"Producciones Publiexpress SA",100%
Medio,"Unión Pel","Pertenece a",Empresa,"Unionpel SA",100%
Medio,"Universal Channel","Pertenece a",Empresa,"HBO Latin America Group",100%
Medio,"Universal Channel HD","Pertenece a",Empresa,"HBO Latin America Group",100%
Medio,"Uno Entre Ríos","Pertenece a",Empresa,"Medios de Comunicación Entre Ríos SA",100%
Medio,"Uno Mendoza","Pertenece a",Empresa,"Uno Gráfica SA",100%
Medio,"Uno Mismo","Pertenece a",Empresa,"Producciones Publiexpress SA",100%
Medio,"Uno San Rafael","Pertenece a",Empresa,"Uno Gráfica SA",100%
Medio,"UNO Santa Fé (discontinuado como diario)","Pertenece a",Empresa,"Medios de Comunicación Santa Fé SA",100%
Medio,UNO.COM.AR,"Pertenece a",Empresa,"Uno Multimedios SA",100%
Medio,Vancondorito,"Pertenece a",Empresa,"Televisa Argentina SA",100%
Medio,Vanidades,"Pertenece a",Empresa,"Televisa Argentina SA",100%
Medio,"Veintitres &#8211; www.veintitres.com.ar","Pertenece a",Empresa,"Manucorp SA",100%
Medio,Vesvi,"Pertenece a",Empresa,"Vi-Da Producciones SA",100%
Medio,VH1,"Pertenece a",Empresa,"MTV Networks Argentina SRL",100%
Medio,"VH1 Classic","Pertenece a",Empresa,"VIMN The Americas",100%
Medio,"VH1 Mega Hits","Pertenece a",Empresa,"VIMN The Americas",100%
Medio,"Vi-Da Global","Pertenece a",Empresa,"Vi-Da Producciones SA",100%
Medio,"Vía País","Pertenece a",Empresa,"AGEA - Arte Gráfico Editorial Argentino S.A.",21.1%
Medio,"Vía País","Pertenece a",Empresa,,100%
Medio,"Vía Resto","Pertenece a",Empresa,"CMD SA",100%
Medio,"Vía Rosario","Pertenece a",Empresa,"Comercializadora de Medios del Interior SA",5%
Medio,"Vía Rosario","Pertenece a",Empresa,"Via Rosario SA",100%
Medio,"Viajes y Reservas","Pertenece a",Empresa,"Interwa SA",100%
Medio,"Vida y Salud","Pertenece a",Holding,"Diarios Bonaerenses S.A.",100%
Medio,"VIMN The Americas &#8211; VIACOM INTERNATIONAL MEDIA NETWORKS THE AMERICAS","Pertenece a",Empresa,"MTV Networks Argentina SRL",100%
Medio,Viva,"Pertenece a",Empresa,"AGEA - Arte Gráfico Editorial Argentino S.A.",100%
Medio,"Viviendas La Plata","Pertenece a",Empresa,"El Dia SAICyF",100%
Medio,"Vivir Bien","Pertenece a",Empresa,"Televisa Argentina SA",100%
Medio,"Vivir Mejor","Pertenece a",Empresa,"Producciones Publiexpress SA",100%
Medio,Volver,"Pertenece a",Empresa,"ARTEAR - Arte Radiotelevisivo Argentino SA",100%
Medio,"Vorterix Rock","Pertenece a",Empresa,"Vorterix SA",100%
Medio,VOS,"Pertenece a",Empresa,"La Voz del Interior SA",100%
Medio,VXV,"Pertenece a",Empresa,"CMD SA",100%
Medio,"Warner Channel","Pertenece a",Empresa,"HBO Latin America Group",100%
Medio,"Warner TV HD","Pertenece a",Empresa,"HBO Latin America Group",100%
Medio,Weekend,"Pertenece a",Empresa,"Editorial Perfil SA",100%
Medio,Welcome,"Pertenece a",Empresa,"Interwa SA",100%
Medio,"Wiki Mujer","Pertenece a",Empresa,"CMD SA",100%
Medio,"Womans Health Latam","Pertenece a",Empresa,"Televisa Argentina SA",100%
Medio,Yoga+,"Pertenece a",Empresa,"Producciones Publiexpress SA",100%
Medio,"ABC Mundial","Pertenece a",Empresa,"Karina Giorgenello",100%
Medio,"Tiempo Judicial","Pertenece a",Empresa,"Nicolás Resco",100%
Medio,CuyoNoticias,"Pertenece a",Empresa,"Aimale Maria Ines",100%
Medio,"MSN Argentina","Pertenece a",Empresa,"Microsoft Corporation",100%
Medio,"Radio Turismo","Pertenece a",Empresa,"Gustavo Javier Chavarini",100%
Medio,"Campana Noticias","Pertenece a",Empresa,"Campana Noticias SRL",100%
Medio,"Campana TV","Pertenece a",Empresa,"Campana Noticias SRL",100%
Medio,"Radio +","Pertenece a",Empresa,"Campana Noticias SRL",100%
Medio,"Mendoza Post","Pertenece a",Empresa,"PLATAFORMA DIGITAL S.A.",100%
Medio,"Diario Vox","Pertenece a",Empresa,"Big Media",100%
Medio,"FM UTN 94.5","Pertenece a",Empresa,"Universidad Nacional Tecnológica Regional Mendoza",100%
Medio,"Cañuelas Noticias","Pertenece a",Empresa,"Daniel Etchadoy",100%
Medio,"Portal Misiones","Pertenece a",Empresa,"Amilcar R. Beron",100%
Medio,"La Opinión","Pertenece a",Empresa,"La Opinión Semanario SRL",100%
