TIPO,NOMBRE,RELACION,TIPO,ENTIDAD,PORCENTAJE
Empresa,"ARTEAR &#8211; Arte Radiotelevisivo Argentino SA","Pertenece a",Holding,"Grupo Clarín S.A.",96.5%
Empresa,"Artes Gráficas Rioplatenteses SA &#8211; AGR","Pertenece a",Empresa,"AGEA - Arte Gráfico Editorial Argentino S.A.",99.1%
Empresa,"Artes Gráficas Rioplatenteses SA &#8211; AGR","Pertenece a",Empresa,"AGEA - Arte Gráfico Editorial Argentino S.A.",100%
Empresa,"Artes Gráficas Rioplatenteses SA &#8211; AGR","Pertenece a",Holding,"Grupo Clarín S.A.",0.9%
Empresa,"AS Minor SA","Pertenece a",Holding,"Grupo Clarín S.A.",4.5%
Empresa,"AS Minor SA","Pertenece a",Empresa,IESA,96.19%
Empresa,"AT&#038;T International","Participa en",Empresa,"DIRECTV Latin America",100%
Empresa,"AT&#038;T International","Participa en",Empresa,"Torneos y Competencias SA en sociedad con DirecTV Latin America Inc",100%
Empresa,"AT&#038;T International","Pertenece a",Holding,"AT&T Inc.",100%
Empresa,ATCO,"Participa en",Empresa,ATCO,100%
Empresa,ATCO,"Participa en",Empresa,"Enfisur Sociedad Anónima",31.08%
Empresa,ATCO,"Pertenece a",Empresa,ATCO,100%
Empresa,ATCO,"Pertenece a",Empresa,"Atlántida Comunicaciones Sociedad Anónima",99.9%
Empresa,"Atlántida Comunicaciones Sociedad Anónima","Participa en",Empresa,ATCO,99.9%
Empresa,"Atlántida Comunicaciones Sociedad Anónima","Participa en",Empresa,"Televisión Federal - Telefe SA",79.02%
Empresa,"Atlántida Comunicaciones Sociedad Anónima","Pertenece a",Empresa,"Viacom Camden Lock Limited",8.3%
Empresa,"Atlántida Comunicaciones Sociedad Anónima","Pertenece a",Empresa,"Viacom Media Argentina Sociedad Anónima",91.7%
Empresa,"Atlántida Digital SA","Participa en",Medio,Billiken,100%
Empresa,"Atlántida Digital SA","Participa en",Medio,"La valijita",100%
Empresa,"Atlántida Digital SA","Pertenece a",Empresa,"Editorial Atlántida SA",100%
Empresa,"Auto Sports SA","Pertenece a",Holding,"Grupo Clarín S.A.",4.5%
Empresa,"Auto Sports SA","Pertenece a",Empresa,IESA,95.5%
Empresa,"BAE Negocios SA","Participa en",Medio,"BAE Negocios",100%
Empresa,"BAE Negocios SA","Pertenece a",Empresa,"Aconcagua SA",100%
Empresa,"Balkburg SA","Participa en",Medio,"El Argentino",100%
Empresa,"Balkburg SA","Pertenece a",Holding,"SMI South Media Investments SA",100%
Empresa,"Banco de Santiago del Estero SA","Participa en",Medio,BSE,100%
Empresa,"Banco de Santiago del Estero SA","Pertenece a",Holding,"Grupo ICK en Sociedad con Gobierno de Santiago del Estero",100%
Empresa,"Bariloche 2000 SA","Participa en",Medio,Bariloche2000.com,100%
Empresa,"Bariloche 2000 SA","Participa en",Medio,"Radio Seis",100%
Empresa,"Bariloche 2000 SA","Pertenece a",Empresa,"ARTEAR - Arte Radiotelevisivo Argentino SA",99.9%
Empresa,"Bariloche TV SA","Pertenece a",Empresa,"ARTEAR - Arte Radiotelevisivo Argentino SA",99.9%
Empresa,"Bedea SA","Participa en",Empresa,"Grupo TV-SA",100%
Empresa,"Bedea SA","Pertenece a",Empresa,"Gabriel Bandiera",50%
Empresa,"Bedea SA","Pertenece a",Empresa,"Marcelo Bandiera",50%
Empresa,"BTC Bariloche Televisora Color SA","Participa en",Medio,"Canal 2 BTC",100%
Empresa,"BTC Bariloche Televisora Color SA","Participa en",Medio,"Supercanal BTC",100%
Empresa,"BTC Bariloche Televisora Color SA","Pertenece a",Empresa,"CVI Austral LLP",80%
Empresa,"Cable Televisora Color SA","Participa en",Medio,"CTC Canal 3",100%
Empresa,"Cable Televisora Color SA","Pertenece a",Medio,"Graciela Gallas de Alvarez",70%
Empresa,"Cable Televisora Color SA","Pertenece a",Medio,"Omar Alvarez",15%
Empresa,"Cable Televisora Color SA","Pertenece a",Empresa,"CVI Austral LLP",15%
Empresa,"Cadena de Radio Eco S.A","Participa en",Medio,Cresa,100%
Empresa,"Cadena de Radio Eco S.A","Participa en",Medio,"ECO HD TV",100%
Empresa,"Cadena de Radio Eco S.A","Participa en",Medio,"Eco Medios",100%
Empresa,"Cadena de Radio Eco S.A","Participa en",Medio,Ecoya24.com,100%
Empresa,"Cadena de Radio Eco S.A","Pertenece a",Medio,"Juana Morano de Marvaso",90%
Empresa,"Cadena de Radio Eco S.A","Pertenece a",Medio,"Manuel Pablo Marvaso",5%
Empresa,"Cadena de Radio Eco S.A","Pertenece a",Medio,"Oscar Felipe Marvaso (h)",5%
Empresa,"Cadena País Producciones Publicitarias SA","Participa en",Medio,CPPP,100%
Empresa,"Cadena País Producciones Publicitarias SA","Pertenece a",Empresa,"Radio Mitre SA",95.4%
Empresa,"Canal Rural Satelital SA","Participa en",Medio,"Canal Rural",100%
Empresa,"Canal Rural Satelital SA","Pertenece a",Empresa,IESA,25%
Empresa,"Caras TV","Participa en",Empresa,"Caras TV",100%
Empresa,"Caras TV","Pertenece a",Empresa,"Caras TV",100%
Empresa,"Caras TV","Pertenece a",Empresa,"Editorial Perfil SA",100%
Empresa,"Caras TV","Pertenece a",Empresa,"Jorge A. Fontevecchia",100%
Empresa,"Carburando SAPICAFI","Participa en",Medio,Carburando,100%
Empresa,"Carriersat SA","Pertenece a",Empresa,"ARTEAR - Arte Radiotelevisivo Argentino SA",94%
Empresa,"Carriersat SA","Pertenece a",Empresa,IESA,6%
Empresa,"Casino Golden SA","Participa en",Medio,"Casino del Mar",100%
Empresa,"Casino Golden SA","Pertenece a",Medio,"Juan Carlos Aldrey",50%
Empresa,"Casino Golden SA","Pertenece a",Medio,"Néstor Otero",50%
Empresa,"CASTV SA","Participa en",Medio,"Canal 7 Santiago del Estero",100%
Empresa,"CASTV SA","Pertenece a",Medio,"Néstor Carlos Ick",86%
Empresa,"CASTV SA","Pertenece a",Medio,"Rosa Josefina Durgam de Biagoli",14%
Empresa,"Cien Radios SA","Pertenece a",Empresa,"GC Minor SA",3.47%
Empresa,"Cien Radios SA","Pertenece a",Empresa,"Radio Mitre SA",96.53%
Empresa,"CIM SA","Participa en",Empresa,"Votionis SA",95%
Empresa,"CIM SA","Pertenece a",Holding,"SMI South Media Investments SA",70%
Empresa,"CIMECO &#8211; Compañia Inversora en Medios de Comunicación SA","Pertenece a",Empresa,"AGEA - Arte Gráfico Editorial Argentino S.A.",66.68%
Empresa,"CIMECO &#8211; Compañia Inversora en Medios de Comunicación SA","Pertenece a",Empresa,"AGEA - Arte Gráfico Editorial Argentino S.A.",66.7%
Empresa,"CIMECO &#8211; Compañia Inversora en Medios de Comunicación SA","Pertenece a",Empresa,"GC Investments",6.53%
Empresa,"CIMECO &#8211; Compañia Inversora en Medios de Comunicación SA","Pertenece a",Holding,"Grupo Clarín S.A.",20.7%
Empresa,"Cintelba SA","Participa en",Medio,Cintelba,100%
Empresa,"Cintelba SA","Pertenece a",Empresa,"Grupo TV-SA",100%
Empresa,"Clawi SA","Participa en",Medio,"Mundo Gaturro",100%
Empresa,"Clawi SA","Pertenece a",Empresa,"CMD SA",51%
Empresa,"Click On Argentina Srl","Participa en",Medio,"Click On - Agrupate",0%
Empresa,"CM TV y Publicidad SA","Participa en",Medio,"CM - Canal de la Música",100%
Empresa,"CM TV y Publicidad SA","Pertenece a",Empresa,"Alta Densidad SRL",50%
Empresa,"CMD SA","Participa en",Medio,"Almacén de Premios",100%
Empresa,"CMD SA","Participa en",Medio,"Blogs de la Gente",100%
Empresa,"CMD SA","Participa en",Empresa,"Clawi SA",51%
Empresa,"CMD SA","Participa en",Medio,"Click Avisos",100%
Empresa,"CMD SA","Participa en",Medio,Confronte,100%
Empresa,"CMD SA","Participa en",Medio,"Guia Clarín",100%
Empresa,"CMD SA","Participa en",Empresa,"Interwa SA",80%
Empresa,"CMD SA","Participa en",Medio,Masoportunidades.com,100%
Empresa,"CMD SA","Participa en",Medio,Mublet,100%
Empresa,"CMD SA","Participa en",Medio,"Nimbuzz AR",100%
Empresa,"CMD SA","Participa en",Empresa,"QB9 SA",95%
Empresa,"CMD SA","Participa en",Medio,Shop1.com,100%
Empresa,"CMD SA","Participa en",Medio,"Te Busco",100%
Empresa,"CMD SA","Participa en",Empresa,"Tecnología Digital SA",95%
Empresa,"CMD SA","Participa en",Medio,Tipete,100%
Empresa,"CMD SA","Participa en",Medio,Titear,100%
Empresa,"CMD SA","Participa en",Medio,"Toda Pasión",100%
Empresa,"CMD SA","Participa en",Medio,Ubbi,100%
Empresa,"CMD SA","Participa en",Medio,"Vía Resto",100%
Empresa,"CMD SA","Participa en",Empresa,"Virtual Tango SA",100%
Empresa,"CMD SA","Participa en",Medio,VXV,100%
Empresa,"CMD SA","Participa en",Medio,"Wiki Mujer",100%
Empresa,"CMD SA","Pertenece a",Holding,"Grupo Clarín S.A.",84.6%
Empresa,"Comercializadora de Medios del Interior SA","Participa en",Medio,"CMI Medios Regionales",100%
Empresa,"Comercializadora de Medios del Interior SA","Participa en",Medio,Rumbos,100%
Empresa,"Comercializadora de Medios del Interior SA","Participa en",Medio,"Vía Rosario",5%
Empresa,"Comercializadora de Medios del Interior SA","Pertenece a",Empresa,"AGEA - Arte Gráfico Editorial Argentino S.A.",21.1%
Empresa,"Comintel SA","Participa en",Medio,Comintel,100%
Empresa,"Comintel SA","Pertenece a",Holding,"Grupo ICK S.A.",100%
Empresa,"Compañia de Recreativos Argentina UTE","Participa en",Medio,"Casinos Del Sol",100%
Empresa,"Compañia de Recreativos Argentina UTE","Pertenece a",Holding,"Grupo ICK S.A.",100%
Empresa,"Consultora Dircom SA","Participa en",Medio,"LatinoAmérica Piensa",100%
Empresa,"Consultora Dircom SA","Pertenece a",Medio,"Víctor Santa María",5%
Empresa,"Corporación Argentina de Radiodifusión SA","Participa en",Medio,CARSA,0%
Empresa,"Corporación Argentina de Radiodifusión SA","Participa en",Empresa,"LS4 Radio Continental SA",30%
Empresa,"Corporación Argentina de Radiodifusión SA","Participa en",Empresa,"Radio Estereo SA",30%
Empresa,"Corporación Argentina de Radiodifusión SA","Pertenece a",Empresa,"IMC Radios SA",45%
Empresa,"Corporación Iberoamericana de Comunicación SA","Pertenece a",Holding,"SMI South Media Investments SA",54%
Empresa,"Corporación Luxor SA","Participa en",Medio,"Gran Hotel Coventry",100%
Empresa,"Corporación Luxor SA","Pertenece a",Holding,"Grupo ICK S.A.",100%
Empresa,"Covedisa SA","Participa en",Medio,"Club bon Vivir",0%
Empresa,"Covedisa SA","Participa en",Medio,"Club LN",0%
Empresa,"Covedisa SA","Pertenece a",Empresa,"SA La Nación",100%
Empresa,"Cúspide Libros SA","Participa en",Empresa,"Cúspide Libros SA",100%
Empresa,"Cúspide Libros SA","Participa en",Empresa,"Estante SA",95%
Empresa,"Cúspide Libros SA","Participa en",Medio,Fausto,100%
Empresa,"Cúspide Libros SA","Pertenece a",Empresa,"Cúspide Libros SA",100%
Empresa,"Cúspide Libros SA","Pertenece a",Holding,"Grupo Clarín S.A.",65.5%
Empresa,"DecoTeve SA","Participa en",Medio,"Express Salta",100%
Empresa,"DecoTeve SA","Participa en",Medio,"FM Express 105.3",100%
Empresa,"DecoTeve SA","Pertenece a",Empresa,"Grupo TV-SA",100%
Empresa,"Demibell SACIFel","Participa en",Medio,"Caro Cuore",100%
Empresa,"Demibell SACIFel","Participa en",Medio,"Caro Uomo",100%
Empresa,"Demibell SACIFel","Pertenece a",Holding,GDN,100%
Empresa,"Deportes y Espectáculos SA","Participa en",Medio,"Cadena 3 MDP",100%
Empresa,"Deportes y Espectáculos SA","Participa en",Medio,"Gesell FM 93.9",100%
Empresa,"Deportes y Espectáculos SA","Pertenece a",Medio,"Jorge Pucinelli",50%
Empresa,"Deportes y Espectáculos SA","Pertenece a",Medio,"Juan Carlos Aldrey",50%
Empresa,"Desarrollos Electrónicos Informáticos SA","Participa en",Medio,"Minuto Uno",100%
Empresa,"Desarrollos Electrónicos Informáticos SA","Participa en",Medio,"Rating Cero",100%
Empresa,"Desarrollos Electrónicos Informáticos SA","Pertenece a",Holding,"SMI South Media Investments SA",100%
Empresa,"Diario BAE SA","Participa en",Medio,"7 Minutos",100%
Empresa,"Diario BAE SA","Pertenece a",Holding,"Grupo Infobae SA",100%
Empresa,"Diario Digital SA","Participa en",Medio,"Diario 26",100%
Empresa,"Diario Digital SA","Pertenece a",Medio,"Alberto Pierri",50%
Empresa,"Diario Digital SA","Pertenece a",Medio,"Silvina Pierri",50%
Empresa,"Diario Los Andes Hermanos Calle SA","Participa en",Medio,"Canal 9 Mendoza Televida",9%
Empresa,"Diario Los Andes Hermanos Calle SA","Participa en",Medio,"Los Andes",100%
Empresa,"Diario Los Andes Hermanos Calle SA","Participa en",Medio,Tintero,100%
Empresa,"Diarios y Noticias SA","Participa en",Medio,DYN,100%
Empresa,"Diarios y Noticias SA","Participa en",Medio,DYN,100%
Empresa,"Diarios y Noticias SA","Pertenece a",Empresa,"El Cronista Comercial SA",10%
Empresa,"Diarios y Noticias SA","Pertenece a",Holding,"Grupo Clarín S.A.",30%
Empresa,"Diarios y Noticias SA","Pertenece a",Empresa,"SA La Nación",10%
Empresa,"Diaro Perfil SA","Participa en",Medio,"BA Times",100%
Empresa,"Diaro Perfil SA","Participa en",Medio,Exitoina,100%
Empresa,"Diaro Perfil SA","Participa en",Medio,Perfil.com,100%
Empresa,"Diaro Perfil SA","Participa en",Medio,"Portal 140",100%
Empresa,"Diaro Perfil SA","Participa en",Medio,"Portal 442",100%
Empresa,"Diaro Perfil SA","Participa en",Medio,Rouge,100%
Empresa,"Diaro Perfil SA","Pertenece a",Medio,"Jorge A. Fontevecchia",50%
Empresa,"Diaro Perfil SA","Pertenece a",Medio,"Nelva López de Fontevecchia",50%
Empresa,"Difusora Austral SA","Participa en",Medio,"103 Universo",100%
Empresa,"Difusora Austral SA","Participa en",Medio,"LU9 Radio Mar del Plata",100%
Empresa,"Difusora Baires SA","Pertenece a",Empresa,"Radio Medios SA",95%
Empresa,"Difusora Entrerriana SA de Radio y Televisión","Participa en",Medio,"La Red Concordia",100%
Empresa,"Difusora Entrerriana SA de Radio y Televisión","Participa en",Medio,"LT15 Radio Del Litoral",100%
Empresa,"Difusora Entrerriana SA de Radio y Televisión","Pertenece a",Empresa,"Uno Multimedios SA",100%
Empresa,"DIRECTV Latin America","Participa en",Empresa,"Torneos y Competencias SA",33.2%
Empresa,"DIRECTV Latin America","Pertenece a",Empresa,"AT&T International",100%
Empresa,"Directv Sports","Participa en",Empresa,"Directv Sports",100%
Empresa,"Directv Sports","Pertenece a",Empresa,"Directv Sports",100%
Empresa,"Discovery Networks International LLC","Participa en",Medio,"ANIMAL PLANET",100%
Empresa,"Discovery Networks International LLC","Participa en",Medio,DISCOVERY,100%
Empresa,"Discovery Networks International LLC","Participa en",Medio,"HOME AND HEALTH",100%
Empresa,"Discovery Networks International LLC","Participa en",Medio,ID,100%
Empresa,"Discovery Networks International LLC","Participa en",Medio,TLC,100%
Empresa,"Discovery Networks International LLC","Participa en",Medio,TURBO,100%
Empresa,"EDESE SA","Pertenece a",Holding,"Grupo ICK S.A.",100%
Empresa,"Ediciones Atlántida SA","Participa en",Medio,"Publicaciones Utilisíma",100%
Empresa,"Ediciones Atlántida SA","Pertenece a",Empresa,"Editorial Atlántida SA",50%
Empresa,"Ediciones Paparazzi SA","Participa en",Medio,Paparazzi,100%
Empresa,"Ediciones Paparazzi SA","Participa en",Medio,Paparazzi.com.ar,100%
Empresa,"Ediciones Paparazzi SA","Pertenece a",Empresa,"Editorial Atlántida SA",50%
Empresa,"Ediciones Santillana","Pertenece a",Holding,Prisa,100%
Empresa,"Editorial Amfin SA","Participa en",Medio,AVP,100%
Empresa,"Editorial Amfin SA","Pertenece a",Holding,"SMI South Media Investments SA",60%
Empresa,"Editorial Apache SA","Participa en",Medio,"El Guardián",100%
Empresa,"Editorial Apache SA","Pertenece a",Empresa,"Radiodifusora Metro SA",100%
Empresa,"Editorial Arenas del Atlántico SA  La Prensa SA","Participa en",Medio,"El Atlántico",100%
Empresa,"Editorial Atlántida SA","Participa en",Empresa,"Atlántida Digital SA",100%
Empresa,"Editorial Atlántida SA","Participa en",Medio,"Atlántida Libros",100%
Empresa,"Editorial Atlántida SA","Participa en",Empresa,"Ediciones Atlántida SA",50%
Empresa,"Editorial Atlántida SA","Participa en",Empresa,"Ediciones Paparazzi SA",50%
Empresa,"Editorial Atlántida SA","Participa en",Medio,Gente,100%
Empresa,"Editorial Atlántida SA","Participa en",Medio,Gente.com.ar,100%
Empresa,"Editorial Atlántida SA","Participa en",Medio,"Para Teens",100%
Empresa,"Editorial Atlántida SA","Participa en",Medio,"Para Tí",100%
Empresa,"Editorial Atlántida SA","Participa en",Medio,"Para Tí Deco",100%
Empresa,"Editorial Atlántida SA","Participa en",Medio,"Para Tí Mamá",100%
Empresa,"Editorial Atlántida SA","Participa en",Medio,Parati.com.ar,100%
Empresa,"Editorial Atlántida SA","Participa en",Medio,Paratimama.com.ar,100%
Empresa,"Editorial Atlántida SA","Pertenece a",Empresa,"Televisa Argentina SA",99.9%
Empresa,"Editorial Diario La Capital SA","Participa en",Medio,"Diario La Capital de Rosario",100%
Empresa,"Editorial Diario La Capital SA","Pertenece a",Empresa,"Multimedios La Capital SA",100%
Empresa,"Editorial El Atlántico SA","Pertenece a",Empresa,"Editorial Sarmiento SA",100%
Empresa,"Editorial La Capital SA","Participa en",Medio,"AM 1500 Mendoza",100%
Empresa,"Editorial La Capital SA","Participa en",Medio,"Atlántica Latina",100%
Empresa,"Editorial La Capital SA","Participa en",Medio,"FM 96.7 Bahía Blanca",100%
Empresa,"Editorial La Capital SA","Participa en",Medio,"FM 99.5 Mendoza",100%
Empresa,"Editorial La Capital SA","Participa en",Medio,"La Capital",100%
Empresa,"Editorial La Capital SA","Participa en",Medio,"La voz de Balcarce",100%
Empresa,"Editorial La Capital SA","Participa en",Medio,"La Voz de Tandil",100%
Empresa,"Editorial La Capital SA","Participa en",Medio,"La Voz de Villa Gesell y Pinamar",100%
Empresa,"Editorial La Capital SA","Participa en",Medio,"LU6 Radio Atlántica",100%
Empresa,"Editorial La Capital SA","Participa en",Medio,"Radio AM 1560 Tandil",100%
Empresa,"Editorial La Capital SA","Pertenece a",Medio,"Florencio Aldrey Iglesias",90%
Empresa,"Editorial La Capital SA","Pertenece a",Medio,"Jorge Eduardo Aldrey",5%
Empresa,"Editorial La Capital SA","Pertenece a",Medio,"Juan Carlos Aldrey",5%
Empresa,"Editorial La Página SA","Participa en",Medio,Página/12,100%
Empresa,"Editorial La Página SA","Participa en",Medio,Rosario/12,100%
Empresa,"Editorial La Página SA","Pertenece a",Holding,"Grupo Octubre - Fundación Octubre Trabajadores de Edificios",60%
Empresa,"Editorial La Página SA","Pertenece a",Holding,"Jorge Prim",40%
Empresa,"Editorial La Razón SA","Participa en",Medio,"La Razón",100%
Empresa,"Editorial La Razón SA","Pertenece a",Empresa,"AGEA - Arte Gráfico Editorial Argentino S.A.",97%
Empresa,"Editorial Perfil SA","Participa en",Medio,Caras,100%
Empresa,"Editorial Perfil SA","Participa en",Empresa,"Caras TV",100%
Empresa,"Editorial Perfil SA","Participa en",Medio,Fortuna,100%
Empresa,"Editorial Perfil SA","Participa en",Empresa,"Fundación Perfil",100%
Empresa,"Editorial Perfil SA","Participa en",Medio,Hombre,100%
Empresa,"Editorial Perfil SA","Participa en",Medio,Jocker/Crucigrama,100%
Empresa,"Editorial Perfil SA","Participa en",Medio,Look,100%
Empresa,"Editorial Perfil SA","Participa en",Medio,"Luna Teen",100%
Empresa,"Editorial Perfil SA","Participa en",Medio,Luz,100%
Empresa,"Editorial Perfil SA","Participa en",Medio,Mía,100%
Empresa,"Editorial Perfil SA","Participa en",Medio,Noticias,100%
Empresa,"Editorial Perfil SA","Participa en",Medio,Parabrisas,100%
Empresa,"Editorial Perfil SA","Participa en",Medio,Supercampo,100%
Empresa,"Editorial Perfil SA","Participa en",Medio,Weekend,100%
Empresa,"Editorial Perfil SA","Pertenece a",Medio,"Alberto Fontevecchia",50%
Empresa,"Editorial Perfil SA","Pertenece a",Medio,"Jorge A. Fontevecchia",50%
Empresa,"Editorial Polar SA","Participa en",Medio,"Noche Polar",100%
Empresa,"Editorial Polar SA","Participa en",Medio,"Revista Socios",100%
Empresa,"Editorial Polar SA","Pertenece a",Holding,"SMI South Media Investments SA",100%
Empresa,"Editorial Sarmiento SA","Participa en",Medio,"Abrazo de Gol",100%
Empresa,"Editorial Sarmiento SA","Participa en",Medio,Crónica,100%
Empresa,"Editorial Sarmiento SA","Participa en",Medio,Croniquita,100%
Empresa,"Editorial Sarmiento SA","Participa en",Medio,Democracia,100%
Empresa,"Editorial Sarmiento SA","Participa en",Medio,"Diario Crónica",100%
Empresa,"Editorial Sarmiento SA","Participa en",Empresa,"Editorial El Atlántico SA",100%
Empresa,"Editorial Sarmiento SA","Participa en",Empresa,"Manucorp SA",100%
Empresa,"Editorial Sarmiento SA","Participa en",Medio,"Mundo Poder",100%
Empresa,"Editorial Sarmiento SA","Pertenece a",Empresa,"Aconcagua SA",100%
Empresa,"El Alamo SA","Participa en",Medio,"El Ciudadano y la Gente",100%
